"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128508","b0524","NP_415057.1","UDP-2,3-diacylglucosamine pyrophosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049740","PA14_41400","WP_003113585.1","UDP-2,3-diacylglucosamine hydrolase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128509","b0525","NP_415058.1","peptidyl-prolyl cis-trans isomerase B (rotamase B)","57977","Pseudomonas aeruginosa UCBPP-PA14","116049741","PA14_41390","WP_003087890.1","peptidyl-prolyl cis-trans isomerase B","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128510","b0526","NP_415059.1","cysteinyl-tRNA synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049743","PA14_41360","WP_003139944.1","cysteinyl-tRNA synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128511","b0527","NP_415060.1","inner membrane protein, DUF457 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116053111","PA14_65580","WP_003095684.1","putative membrane-bound metal-dependent hydrolase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128513","b0529","NP_415062.1","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049744","PA14_41350","WP_003087898.1","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128516","b0532","NP_415065.1","predicted outer membrane export usher protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116048922","PA14_51450","WP_003134047.1","usher CupC3","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128518","b0534","NP_415067.1","predicted fimbrial-like adhesin protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116053433","PA14_69760","WP_003096438.1","putative fimbrial protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128519","b0535","NP_415068.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053755","PA14_00430","WP_003111192.1","putative two-component response regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128519","b0535","NP_415068.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116051988","PA14_12780","WP_003093094.1","putative two-component response regulator","1","","PA14_00430[putative two-component response regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128524","b0541","NP_415073.1","IS3 transposase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116048904","PA14_51630","WP_023443521.1","transposase","5","","PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein];PA14_03300[hypothetical protein]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128524","b0541","NP_415073.1","IS3 transposase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116053980","PA14_03300","WP_003137178.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128526","b0543","NP_415075.1","DLP12 prophage; multidrug resistance protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116053138","PA14_65990","WP_003095735.1","SMR multidrug efflux transporter","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128527","b0544","NP_415076.1","DLP12 prophage; predicted recombinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051237","PA14_22270","WP_003138396.1","recombinase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128547","b0564","NP_415096.1","DNA-binding global transcriptional activator; DLP12 prophage","57977","Pseudomonas aeruginosa UCBPP-PA14","116050043","PA14_37400","WP_003139609.1","AraC family transcriptional regulator","3","","PA14_70290[putative transcriptional regulator];PA14_04000[putative transcriptional regulator];PA14_22640[AraC family transcriptional regulator]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128547","b0564","NP_415096.1","DNA-binding global transcriptional activator; DLP12 prophage","57977","Pseudomonas aeruginosa UCBPP-PA14","116053471","PA14_70290","WP_003098298.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128547","b0564","NP_415096.1","DNA-binding global transcriptional activator; DLP12 prophage","57977","Pseudomonas aeruginosa UCBPP-PA14","116054032","PA14_04000","WP_004364972.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128547","b0564","NP_415096.1","DNA-binding global transcriptional activator; DLP12 prophage","57977","Pseudomonas aeruginosa UCBPP-PA14","116051205","PA14_22640","WP_003138428.1","AraC family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128551","b0568","NP_415100.1","bacteriophage N4 receptor, outer membrane subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052812","PA14_61720","WP_004355240.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128553","b0570","NP_415102.1","sensory histidine kinase in two-component regulatory system with CusR, senses copper ions","57977","Pseudomonas aeruginosa UCBPP-PA14","116050810","PA14_27800","WP_003138769.1","putative two-component sensor","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128554","b0571","NP_415103.1","DNA-binding response regulator in two-component regulatory system with CusS","57977","Pseudomonas aeruginosa UCBPP-PA14","116050809","PA14_27810","WP_003108949.1","putative two-component response regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128555","b0572","NP_415104.1","copper/silver efflux system, outer membrane component","57977","Pseudomonas aeruginosa UCBPP-PA14","116052739","PA14_60820","WP_003116284.1","outer membrane protein OprJ","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128555","b0572","NP_415104.1","copper/silver efflux system, outer membrane component","57977","Pseudomonas aeruginosa UCBPP-PA14","116054158","PA14_05550","WP_003084633.1","major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor","1","","PA14_60820[outer membrane protein OprJ]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128558","b0575","NP_415107.1","copper/silver efflux system, membrane component","57977","Pseudomonas aeruginosa UCBPP-PA14","116050541","PA14_31010","WP_003138997.1","putative cation efflux system protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128560","b0577","NP_415109.1","mechanosensitive channel protein, miniconductance","57977","Pseudomonas aeruginosa UCBPP-PA14","116051488","PA14_19230","WP_003091979.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128564","b0581","NP_415113.1","weak gamma-glutamyl:cysteine ligase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050123","PA14_36370","WP_009315730.1","carboxylate-amine ligase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","345452717","b0583","NP_415115.2","phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex","57977","Pseudomonas aeruginosa UCBPP-PA14","116049097","PA14_49340","WP_003082383.1","PcpS","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128567","b0584","NP_415116.1","iron-enterobactin outer membrane transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050673","PA14_29350","WP_003138878.1","outer membrane receptor FepA","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128568","b0585","NP_415117.1","enterobactin/ferric enterobactin esterase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054430","PA14_32905","WP_003139194.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","94541099","b4511","YP_588441.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116050352","PA14_33510","WP_003089636.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128569","b0586","NP_415118.1","enterobactin synthase multienzyme complex component, ATP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116050371","PA14_33280","WP_003139218.1","peptide synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128569","b0586","NP_415118.1","enterobactin synthase multienzyme complex component, ATP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116050341","PA14_33630","WP_011666645.1","PvdJ","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128569","b0586","NP_415118.1","enterobactin synthase multienzyme complex component, ATP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116050342","PA14_33610","WP_031656476.1","peptide synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128569","b0586","NP_415118.1","enterobactin synthase multienzyme complex component, ATP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116051342","PA14_21020","WP_003138271.1","putative non-ribosomal peptide synthetase","4","","PA14_33280[peptide synthase];PA14_33630[PvdJ];PA14_33610[peptide synthase];PA14_33650[pyoverdine synthetase D]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128569","b0586","NP_415118.1","enterobactin synthase multienzyme complex component, ATP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116050340","PA14_33650","WP_011666646.1","pyoverdine synthetase D","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128570","b0587","NP_415119.1","regulator of length of O-antigen component of lipopolysaccharide chains","57977","Pseudomonas aeruginosa UCBPP-PA14","116051148","PA14_23360","WP_011666598.1","O-antigen chain length regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128571","b0588","NP_415120.1","iron-enterobactin transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052194","PA14_10180","WP_003093530.1","ferric enterobactin transport protein FepC","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128572","b0589","NP_415121.1","iron-enterobactin transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052197","PA14_10140","WP_003119001.1","ferric enterobactin transport protein FepG","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128573","b0590","NP_415122.1","iron-enterobactin transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052196","PA14_10160","WP_003137530.1","ferric enterobactin transport protein FepD","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128575","b0592","NP_415124.1","iron-enterobactin transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052195","PA14_10170","WP_003093531.1","iron-enterobactin transporter periplasmic binding protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128576","b0593","NP_415125.1","isochorismate synthase 1","57977","Pseudomonas aeruginosa UCBPP-PA14","116052268","PA14_09210","WP_003129314.1","salicylate biosynthesis isochorismate synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128577","b0594","NP_415126.1","2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex","57977","Pseudomonas aeruginosa UCBPP-PA14","116048633","PA14_54940","WP_031632622.1","putative siderophore biosynthesis enzyme","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128577","b0594","NP_415126.1","2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex","57977","Pseudomonas aeruginosa UCBPP-PA14","116052265","PA14_09240","WP_003137468.1","pyochelin biosynthesis protein PchD","1","","PA14_54940[putative siderophore biosynthesis enzyme]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128578","b0595","NP_415127.1","isochorismatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052250","PA14_09450","WP_003093625.1","phenazine biosynthesis protein PhzD","1","","PA14_39925[phenazine biosynthesis protein PhzD]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128578","b0595","NP_415127.1","isochorismatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054445","PA14_39925","WP_011666698.1","phenazine biosynthesis protein PhzD","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128579","b0596","NP_415128.1","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053672","PA14_72840","WP_003097046.1","putative short-chain dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128580","b0597","NP_415129.1","thioesterase required for efficient enterobactin production","57977","Pseudomonas aeruginosa UCBPP-PA14","116049563","PA14_43600","WP_003087490.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","94541100","b4512","YP_588442.1","conserved protein, DUF466 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116052747","PA14_60930","WP_003094856.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128583","b0600","NP_415133.1","methionine aminotransferase, PLP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116051823","PA14_14940","WP_003137858.1","putative aminotransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128584","b0601","NP_415134.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116050066","PA14_37080","WP_003088853.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128585","b0602","NP_415135.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116050067","PA14_37070","WP_003139581.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128586","b0603","NP_415136.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116053051","PA14_64780","WP_011666777.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111151","b0604","NP_415137.2","thiol:disulfide interchange protein, periplasmic","57977","Pseudomonas aeruginosa UCBPP-PA14","116050420","PA14_32610","WP_003089790.1","disulfide isomerase/thiol-disulfide oxidase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128588","b0605","NP_415138.1","alkyl hydroperoxide reductase, C22 subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053859","PA14_01710","WP_003083828.1","alkyl hydroperoxide reductase subunit C","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111152","b0606","NP_415139.2","alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116053860","PA14_01720","WP_003137023.1","alkyl hydroperoxide reductase subunit F","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128590","b0607","NP_415140.1","universal stress protein UP12","57977","Pseudomonas aeruginosa UCBPP-PA14","116051018","PA14_25040","WP_003091210.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128591","b0608","NP_415141.1","predicted oxidoreductase, Zn-dependent and NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116050101","PA14_36660","WP_003088939.1","putative alcohol dehydrogenase (Zn-dependent)","","","",""
